id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v15-450-0,SIBÉRIE,"SIBÉRIE, (Géog mod.)​ contrée de l’empire russien ; elle comprend la partie la plus septentrionale de cet empire, & même de l’Asie. Elle est bornée à l’orient par la mer du Japon, au midi par la grande Tartarie, à l’occident par la Russie, dont elle est séparée par le commencement du mont Caucase, & au septentrion par la mer Glaciale ; ainsi la Sibérie peut avoir huit cens lieues dans sa plus grande étendue d’occident en orient, & trois cens lieues du midi au nord.


Comme ce grand pays est situé entre le 50 & le 70d de latitude, le froid y doit être très-piquant dans les parties septentrionales ; mais voici une autre cause qui augmente le froid jusques dans les cantons méridionaux. La Sibérie n’est, à proprement parler, qu’une large vallée ouverte aux vents de nord qui la traversent sans obstacle depuis la nouvelle Zemble jusqu’au sommet du Païassemnoï ; or cette exposition y rend le froid plus excessif que dans des pays septentrionaux, tels que la Suede, mais que des montagnes mettent à l’abri du nord.


Cette contrée produit les plus riches fourures ; & c’est ce qui servit à en faire la découverte en 1563. Ce fut sous Ivan Basilides, qu’un particulier des environs d’Arcangel, nommé Anika, riche pour son état & pour son pays, remarqua que des hommes d’une​ figure extraordinaire, vêtus d’une maniere jusqu’alors inconnue dans ce canton, & parlant une langue que personne n’entendoit, descendoient tous les ans une riviere qui tombe dans la Dwina, & venoient apporter au marché des martres & des renards noirs, qu’ils troquoient pour des clous & des morceaux de verre, comme les premiers sauvages de l’Amérique donnoient leur or aux Espagnols ; il les fit suivre par ses enfans & par ses valets jusque dans leur pays ; c’étoient des Samojedes.


Les domestiques d’Anika étant de retour, rendirent compte à leur maître de l’état du pays qu’ils avoient vu, & de la facilité de gagner des richesses immenses en portant aux habitans des marchandises de peu de valeur contre leurs belles pelleteries. Anika profita de cet avis, & fit si bien qu’en peu d’années ses gens, ses parens & ses amis se trouverent enrichis par ce nouveau trafic.


Les Aniciens, c’est ainsi qu’on les nomma, se voyant comblés de bien, & craignant les révolutions de la fortune, songerent, pour se maintenir, à se procurer un appui dans la personne du premier ministre. On les écouta favorablement, & peu de tems après l’empereur de Russie fut reconnu par tous les Samojedes pour leur souverain.


On éleva des forteresses le long de la riviere d’Oby, on y mit des garnisons, & on nomma un gouverneur général de tout le pays. On continue d’y envoyer des colonies de russes, de tartares, de polonois. On y condamne même comme à un exil, des voleurs, des misérables & autres gens qui sont l’écume des hommes. Enfin des prisonniers de guerre suédois du premier mérite y ont été relégués par le czar Pierre.


C’est là qu’on a bâti Tobolski, devenue capitale de cette vaste contrée, & le séjour du vice-roi. Tous ceux qui doivent des tributs en pelleterie les portent dans cette ville ; & quand ces tributs sont recueillis, on les envoie à Moscou sous une bonne escorte.


La Sibérie est occupée par trois sortes d’habitans ; savoir, 1°. par des peuples payens, qui sont les anciens habitans du pays ; 2°. par des tartares mahométans, qui sont ceux sur lesquels les Russes l’ont conquise ; 3°. par les russes qui en sont à-present les maîtres.


Les peuples payens qui habitent la Sibérie se divisent en plusieurs nations, dont les principales sont les Voguluzes & les Samojedes, qui habitent, les uns entre l’Oby & la Lena vers la mer Glaciale, & les autres sur la côte septentrionale de la Russie. Les Ostiaques habitent vers le 60 degré de latitude. Les Tingoëses, ou Toungonses, occupent une grande partie de la Sibérie orientale, & sont divisés en plusieurs branches. La plûpart de ces peuples n’ont point d’habitation fixe ; ils vivent sous des hutes, ils demeurent pendant l’hiver dans les forêts, cherchant leur nourriture à la chasse, & dans l’été ils vont gagner les bords des rivieres pour s’entretenir de la pêche. Les peaux des poissons sont leur habillement d’été, & les peaux des élans & des rennes leur servent au même usage en hyver. Un arc, une fleche, un couteau, une hache avec une marmite font toutes leurs richesses. Les râclures d’un certain bois leur tiennent lieu de lit de plume pour se coucher ; les rennes & les chiens leur servent de chevaux pour tirer leurs traîneaux sur la neige. La religion de ces différens peuples consiste en quelque honneur qu’ils rendent au soleil, à la lune & à leurs idoles.


Les tartares mahométans font la seconde partie des habitans de la Sibérie. Ils occupent un grand nombre de villages le long de l’Irtis & de la Tobol, & ils ont le libre exercice de leur religion. Leurs principaux chefs sont des murses.


Les russes qui font la troisieme espece d’habitans​actuels de la Sibérie, sont venus s’y établir depuis que ce pays est sous l’obéissance de la Russie, & leur nombre s’est accru en peu de tems.


La partie septentrionale de la Sibérie ne produit aucune sorte de grains ni de fruit, en sorte qu’elle est tout-à-fait inculte ; mais la partie méridionale n’a besoin que d’être cultivée pour produire les choses nécessaires à la vie. Les pâturages y sont excellens, & les rivieres fourmillent de poisson.


C’est uniquement dans la Sibérie & les provinces qui en dépendent, qu’on trouve les renards noirs & les zibelines, de même que les gloutons ; les plus belles peaux d’hermines & de loups-cerviers en viennent pareillement. On y trouve aussi des castors en abondance, & ceux de Camizchatka entr’autres sont d’une grandeur extraordinaire. Comme toutes ces pelleteries sont fort précieuses, il n’est permis à qui que ce soit d’en faire négoce ; mais les habitans du pays qui en ont sont obligés de les porter aux commis du trésor, qui les doivent payer à un certain prix réglé.


La Sibérie est aujourd’hui partagée en autant de gouvernemens qu’il y a de villes ; chaque ville a son vaiwode sous les ordres du vice-gouverneur-général, qui est un poste également honorable & profitable. La monnoie de Russie est la seule qui ait cours dans ce continent, mais elle y est fort rare, & tout le négoce s’y fait en échange, faute d’argent. Le gouvernement spirituel de la Sibérie est confié à un métropoliitan du culte grec, tel qu’il est reçu en Russie, & ce prélat réside à Toboloskoy.


Qui croiroit que cette contrée a été long-tems le séjour de ces mêmes Huns qui ont tout ravagé jusqu’à Rome, sous Attila, & que ces Huns venoient du nord de la Chine ? Les Tartares usbecs ont succédé aux Huns. & les Russes aux Usbecs. On s’est disputé ces contrées sauvages, ainsi qu’on s’est exterminé pour les plus fertiles.


La Sibérie fut autrefois plus peuplée qu’elle ne l’est, sur-tout vers le midi ; on en juge par des tombeaux & par des ruines. Toute cette partie du monde, depuis le soixantieme degré ou environ, jusqu’aux montagnes éternellement glacées qui bornent les mers du nord, ne ressemble en rien aux régions de la zone tempérée ; ce ne sont ni les mêmes plantes, ni les mêmes animaux sur la terre, ni les mêmes poissons dans les lacs & les rivieres. Il seroit curieux d’en avoir des descriptions par un naturaliste, & ce sera le fruit du progrès des sciences en Russie. Gmelin a déja ouvert cette carrriere sur les plantes de cette froide contrée, par sa flora Siberica, Petropoli 1750, en deux vol. in-4°. avec fig. Quant à la description géographique de la Sibérie, on l’a mise au jour à Nuremberg en 1730, in-fol. Les curieux peuvent la consulter. (Le Chevalier de Jaucourt.)​","[['50 N', '70 N']]",,50 N 70 N,
v15-950-0,SOFALA ou ZOFALA,"SOFALA ou ZOFALA, (Géogr. mod.)​ royaume d’Afrique, dans la Cafrerie, sur la côte de la mer d’Ethiopie, vers le Zanquebar. M. Danville renferme ce royaume entre les états de Monomotapa au nord, la mer de Mosambique à l’orient, le royaume de Sabia au midi, & celui de Manica au couchant. La riviere de Tandanculo coule au nord de ce pays, & une autre riviere qu’on nomme Sofala, le traverse d’orient en occident. Le roi de Sofala se nom-​me Quiteve. Ses sujets sont negres pour la plûpart. Ils ne se couvrent que depuis la ceinture jusqu’aux genoux, d’une pagne de coton ; quelques-uns parlent arabe, & sont mahométans ; les autres ne professent aucune religion. Le pays ne manque pas d’éléphans, de lions & d’ammaux sauvages ; mais vers l’embouchure du Cuama, c’est un pays fertile, & assez peuplé. Il se trouve même de riches mines d’or à quelque distance de la capitale du royaume, qui porte le même nom de Sofala, & que plusieurs savans prennent pour l’ophir de Salomon. Cette capitale est située sur le bord de la mer, un peu au nord de l’embouchure de la riviere Sofala. Les Portugais s’emparerent de cette ville vers 1508, & y bâtirent une forteresse qui leur est d’une grande importance, pour leur assurer le commerce qu’ils font avec les Cafres. Latit. mérid. de cette forteresse, 20. 30. (D. J.)​","[[""20 30' S""]]",,20 30' S,20 30' S
v15-959-0,SOGNO,"SOGNO, (Géog. mod.)​ petite province d’Afrique, dans l’Ethiopie occidentale, au royaume de Congo. Elle est bornée au nord par le Zaïre, au midi par l’Ambrisi, au levant par le Pemgo & Sundi, & au couchant par la mer. C’est une province où il ne croît que des palmiers ; mais l’on y recueille sur les bords de la mer beaucoup de sel, dont il se fait un grand débit. Latit. mérid. 6. (D. J.)​",[['6 S']],,6 S,6 S
v15-1223-0,SOUADOU,"SOUADOU, (Géog. mod.)​ nom qu’on donne à un amas d’îles de l’Océan indien, situées partie sous le deuxieme, partie sous le troisieme degré de latitude méridionale, au midi des îles d’Adoumatis, & uu nord des îles d’Addou en général qui en sont assez proche. (D. J.)​","[['2 S', '3 S']]",,2 S 3 S,2 S | 3 S
v15-2201-0,SUMBI,"SUMBI, (Géog. mod.)​ province d’Afrique au royaume d’Angola, dans l’Ethiopie occidentale. Elle est située par les 11 deg. de latitude méridionale. Plusieurs rivieres la traversent & l’arroseroient suffisamment pour la fertiliser, si elle étoit cultivée, & qu’on détruisît les bêtes sauvages qui la désolent. Ses habitans ont les mêmes coutumes & la même religion que les Chissames. (D. J.)​",[['11 S']],,11 S,11 S
v15-2829-0,"TALMONT, ou TALLEMONT","TALMONT, ou TALLEMONT, (Géogr. mod.)​ en latin du moyen âge Talemundum castrum, petite ville de France, en Saintonge, sur le bord de la Gironde, dans une espece de presqu’île ou rocher, entre Mortagne au midi, & Rohan au nord. Le terroir de ses environs est couvert de vignobles, & son petit port est assez commode. Longit. 16. 39. latit. 45. 30.


Talmont est encore un bourg de Poitou, à trois lieues de la ville des sables d’Olonne, avec une abbaye de l’ordre de S. Benoît, fondée en 1040, & qui vaut 4000 liv. à l’abbé. Long. 16. 2. lat. 42. 32. (D. J.)​","[[""45 30' N 16 39' E""], [""42 32' N 16 2' E""]]",,45 30' N 16 39' E | 42 32' N 16 2' E,45 30' N 16 39' E | 42 32' N 16 2' E
v15-3024-0,TARASCON,"TARASCON, (Géog. mod.)​ il y a en France deux petites villes de ce nom ; l’une est dans le pays de Foix, sur le bord de la riviere, à trois lieues au-dessus de la ville de Foix. Long. 19. 12. lat. 43.


L’autre Tarascon beaucoup plus considérable, est en Provence, au diocèse d’Avignon, sur la rive gauche du Rhône, vis-à-vis Beaucaire, avec laquelle elle communique par un pont de bateaux. Sa situation est à 4 lieues au midi d’Avignon, & à 5 d’Arles. Il y a une viguerie, un chapitre & quelques couvens. Son terroir est délicieux, & l’on y respire un air fort tempéré. Elle députe aux assemblées générales de la Provence, & ses députés y ont le premier rang. Long. 22. 20. latit. 43. 48.


Cette ville est très-ancienne ; car Strabon & Ptolomée en font mention sous le même nom qu’elle porte aujourd’hui ; ils la nomment Tarasco.


Molieres (Joseph Privat de) physicien cartésien, y naquit en 1677 ; il devint professeur au college royal en 1723, membre de l’académie des Sciences en 1729, & mourut à Paris en 1742. Il a publié des leçons de physique en quatre vol. in-12, dans lesquelles il admet non-seulement les tourbillons de Descartes, mais il croit pouvoir en démontrer l’existence dans le système du plein. Les leçons de cet auteur ne passeront pas à la postérité. (D. J.)​","[[""43 N 19 12' E""], [""43 48' N 22 20' E""]]",,43 N 19 12' E | 43 48' N 22 20' E,43 N 19 12' E | 43 48' N 22 20' E
v16-70-0,TEITCICAR,"TEITCICAR, (Géog. mod.)​ province de la Tartarie-chinoise orientale ; elle est bornée au nord, par celle de Kirin, & au couchant, par les Tartares kalkas. Sa capitale qui porte le même nom, est située sur la riviere Nonni, vers le 49 degré de latitude. (D. J.)​",[['49 N']],,49 N,49 N
v16-245-0,TEPEACA,"TEPEACA, (Géog. mod.)​ province de l’Amérique septentrionale, dans la nouvelle Espagne, & dans l’audience du Mexique. Fernand Cortez conquit cette province en 1520, & y bâtit Segura de la Frontera, sur la hauteur de 18d. 40′. au nord de la ligne. (D. J.)​","[[""18 40' N""]]",,18 40' N,18 40' N
v16-969-0,TINO,"TINO, (Géog. mod.)​ les François disent Tin, petite île de la mer Méditerranée, sur la côte d’Italie, à l’entrée du golfe de la Spécie, au midi oriental de l’île Palmaria. Latit. 44. 8. (D. J.)​","[[""44 8' N""]]",,44 8' N,44 8' N
v16-1119-1,Tlascala ou Tlaxcallan,"Tlascala ou Tlaxcallan, (Géog. mod.)​ ville de l’Amérique, dans la nouvelle Espagne, au gouvernement de ce nom, dont elle est la capitale, sur le bord d’une riviere ; sous Montezuma cette ville étoit magnifique, & formoit une république considérable. Elle n’est plus à-présent que le siége d’un juge nommé alcad-major : son évêché a été transféré à Puebla-de-los-Angelos : les habitans sont des Espagnols & des Indiens mêlés ensemble, les premiers riches & les derniers très-pauvres. Latit. 19. 38. (D. J.)​","[[""19 38' N""]]",,19 38' N,19 38' N
v16-1185-0,TOLEDE,"TOLEDE, (Géog. mod.)​ ville d’Espagne, aujourd’hui capitale de la nouvelle Castille, sur le bord du Tage, qui l’environne des deux côtés, à 16 lieues au midi de Madrid, & à 45 au nord-est de Mérida.


La situation de Tolede sur une montagne assez rude, rend cette ville inégale, de sorte qu’il faut presque toujours monter ou descendre ; les rues sont étroites, mais les places où l’on tient des marchés sont fort étendues. Le château royal, que l’on appelle Alcaçar, d’un mot retenu des Maures, est un beau & vaste bâtiment antique. L’église cathédrale est l’une des plus riches de toute l’Espagne. Le sagrario ou la principale chapelle, est un trésor en ouvrage d’or & d’argent ; la custode ou le tabernacle qui sert à porter le Saint-sacrement à la Fête-Dieu, est si pesant qu’il ne faut pas moins de trente hommes pour le porter.


Si cette église est superbement ornée, elle n’est pas moins bien rentée ; son archevêque est primat du royaume, conseiller d’état, grand chancelier de Castille, & jouissant du privilege de parler le premier après le roi ; il possede dix-sept villes, & son revenu est au-moins d’un million de notre monnoie ; les honneurs qu’il reçoit comme archevêque à son entrée dans Tolede, sont tels qu’on en rendroit à un monarque.


Le clergé de son église jouit d’environ 400000 écus de rente. Le cardinal Ximénès, qui fut archevêque de Tolede, au commencement du seizieme siecle, a singulierement contribué à l’ornement de cette église, car on prétend que les dépenses qu’il y fit montoient à cinquante mille ducats ; il employa environ cinquante mille écus à la seule impression des missels & des bréviaires mozarabes. Voyez Mozarabe, office.


On compte dans Tolede dix-sept places publiques, vingt-sept paroisses, trente-huit maisons religieuses, & plusieurs hôpitaux. Il s’y est tenu divers conciles.​ Son université fondée en 1475, a été fort enrichie par le cardinal Ximénès. La ville est forte d’assiette, & fait un grand commerce de soie & de laine ; mais ce commerce fleuriroit bien davantage, pour peu qu’on voulût travailler à rendre le Tage navigable, afin que les bateaux arrivassent au pié de la ville.


L’air y est très-pur, mais ses environs sont secs & stériles. On nous a conservé l’inscription suivante tirée des restes d’un ancien amphithéatre découvert hors de la ville ; cette inscription faite à l’honneur de l’empereur Philippe porte ces mots : Imp. Cæs. M. Julio Philippo Pio. Frel. Aug. Partico. Pont. Max. Trib. Pott. P. P. Consuli Toletani Devotiss. Numini Majest. Que Ejus D. D.


Long. de Tolede, suivant de la Hire, 12d. 51′. 30″. latit. 39d. 46′. & suivant Street, long. 18d. 16′. 45″. latit. 39d. 54′.


La ville de Tolede a été dans l’ancien tems une colonie des Romains, dans laquelle ils tenoient la caisse du trésor. Jules César en fit sa place d’armes ; Auguste y établit la chambre impériale ; Léovigilde, roi des Goths, y choisit sa résidence ; Bamba l’aggrandit & l’entoura de murailles. Les Maures la prirent l’an 714, lorsqu’ils entrerent en Espagne, & le roi Alphonse VI. roi de la vieille Castille, la reprit sur eux à l’instigation du Cid, fils de dom Diegue, qui s’étoit tant distingué contre les Musulmans, & qui offrit au roi Alphonse tous les chevaliers de sa banniere pour le succès de l’entreprise.


Le bruit de ce fameux siége, & la réputation du Cid, appellerent de l’Italie & de la France beaucoup de chevaliers & de princes. Raimond, comte de Toulouse, & deux princes du sang de France de la branche de Bourgogne, vinrent à ce siége. Le roi mahométan, nommé Hiaja, étoit fils d’un des plus généreux princes dont l’histoire ait conservé le nom. Almamon son pere avoit donné dans Tolede un asyle à ce même roi Alphonse, que son frere Sanche persécutoit alors. Ils avoient vécu long-tems ensemble dans une amitié peu commune, & Almamon loin de le retenir, quand après la mort de Sanche il devint roi, & par conséquent à craindre, lui avoit fait part de ses trésors ; on dit même qu’ils s’étoient séparés en pleurant. Plus d’un chevalier mahométan sortit des murs pour reprocher au roi Alphonse son ingratitude envers son bienfaiteur, & il y eut plus d’un combat singulier sous les murs de Tolede.


Le siege dura une année ; enfin Tolede capitula en 1085, mais à condition qu’il traiteroit les Musulmans comme il en avoit usé avec les Chrétiens, qu’on leur laisseroit leur religion & leurs lois, promesse qu’on tint d’abord, & que le tems fit violer. Toute la Castille neuve se rendit ensuite au Cid, qui en prit possession au nom d’Alphonse ; & Madrid, petite place qui devoit être un jour la capitale de l’Espagne, fut pour la premiere fois au pouvoir des Chrétiens.


Plusieurs familles vinrent de France s’établir dans Tolede : on leur donna des privileges qu’on appelle même encore en Espagne franchises. Le roi Alphonse fit aussi-tôt une assemblée de prélats, laquelle sans le concours du peuple autrefois nécessaire, élut pour évêque de Tolede un prêtre nommé Bernard, à qui le pape Grégoire VII. conféra la primatie d’Espagne à la priere du roi.


La conquête fut presque toute pour l’Eglise ; mais le primat eut l’imprudence d’en abuser, en violant les conditions que le roi avoit jurées aux Maures. La plus grande mosquée devoit rester aux Mahométans. L’archevêque pendant l’absence du roi en fit une église, & excita contre lui une sédition. Alphonse revint à Tolede, irrité contre l’indiscretion du prélat ; il appaisa le soulevement en rendant la mosquée​aux Arabes ; & en menaçant de punir l’archevêque, il engagea les Musulmans à lui demander eux-mêmes la grace du prélat chrétien, & ils furent contens & soumis. Je dois ce détail à M. de Voltaire.


Alphonse VIII. donna à Tolede, l’an 1135, les armes qu’elle porte encore aujourd’hui ; c’est un empereur assis sur son trône, l’épée à la main droite, & dans la gauche un globe avec la couronne impériale ; on voit bien que ce sont-là des armes espagnoles.


Dans la foule d’écrivains dont Tolede est la patrie, je ne connois guere depuis la renaissance des lettres, que le rabbin Abraham Ben Meir, le jésuite de la Cerda, le Jurisconsulte Covarruvias, & le poëte de la Vega, qui méritent d’être nommés dans cet ouvrage.


Le fameux rabbin Abraham Ben Meir, appellé communément Aben-Ezra, naquit à Tolede, selon Bartolocci, & fleurissoit dans le douzieme siecle ; c’étoit un homme de génie, & qui pour augmenter ses connoissances, voyagea dans plusieurs pays du monde : il entendoit aussi plusieurs langues, & particulierement l’arabe. Il cultiva la Grammaire, la Philosophie, la Médecine, & la Poësie ; mais il se distingua sur-tout en qualité de commentateur de l’Ecriture. Après avoir vû l’Angleterre, la France, l’Italie, la Grece, & diverses autres contrées, il mourut à Rhodes, dans sa soixante & quinzieme année, l’an de Jesus-Christ 1165, selon M. Simon, & 1174, selon M. Basnage.


Il a mis au jour un grand nombre de livres, entre lesquels on a raison d’estimer ses Commentaires sur l’Ecriture, qu’il explique d’une maniere fort littérale & très-judicieuse ; on peut seulement lui reprocher d’être quelquefois obscur, par un style trop concis : il n’osoit entierement rejetter la cabale, quoiqu’il sût très-bien le peu de fonds de cette méthode, qui ne consiste qu’en des jeux d’esprit sur les lettres de l’alphabet hébreu, sur les nombres, & sur les mots qu’on coupe d’une certaine façon, méthode aussi vaine que ridicule, & qui semble avoir passé de l’école des Platoniciens dans celle des Juifs. Aben-Ezra craignit de montrer tout le mépris qu’il en faisoit, de peur de s’attirer la haine de ses contemporains, & celle du peuple qui y étoit fort attaché ; il se contente de dire simplement, que cette maniere d’expliquer l’Ecriture n’étoit pas sure ; & que s’il falloit avoir égard à la cabale des peres juifs, il n’étoit pas convenable d’y ajouter de nouvelles explications, ni d’abandonner les saintes Ecritures aux caprices des hommes.


Ce beau génie examine aussi quelques autres manieres d’interpreter l’Ecriture. Il y a, dit-il, des auteurs qui s’étendent fort au long sur chaque mot, & qui font une infinité de digressions, employant dans leurs commentaires tout ce qu’ils savent d’arts & de sciences. Il rapporte pour exemple un certain rabbin, Isaac, qui avoit composé deux volumes sur le premier chapitre de la Genèse ; il en cite aussi d’autres, qui, à l’occasion d’un seul mot, ont fait des traités entiers de Physique, de Mathématiques, de Cabale, &c. Aben-Ezra déclare que cette méthode n’est que le fruit de la vanité ; qu’il faut s’attacher simplement à l’interprétation des paroles du texte, & que ce qui appartient aux arts & aux sciences, doit être traité dans des livres séparés.


Il rejette également la méthode des interpretes allégoristes, parce qu’il est difficile qu’en la suivant on ne s’éloigne entierement du sens littéral : il ne nie point cependant qu’il n’y ait des endroits dans l’Ecriture qui ont un sens plus sublime que le littéral, comme lorsqu’il est parlé de la circoncision du cœur ; mais alors ce sens plus sublime est littéral, & le véritable sens.


Aben-Ezra s’est donc borné en interprétant l’Ecri-​ture à rechercher avec soin la signification propre de chaque mot, & à expliquer les passages en conséquence. Au-lieu de suivre la route ordinaire de ceux qui l’avoient précédé, il étudia le sens grammatical des auteurs sacrés, & il le développa avec tant de pénétration & de jugement, que les Chrétiens même le préférent à la plûpart de leurs interpretes.


Au reste, c’est lui qui a montré le chemin aux critiques qui soutiennent aujourd’hui, que le peuple d’Israël ne passa point au-travers de la mer Rouge ; mais qu’il y fit un cercle pendant que l’eau étoit basse, afin d’engager Pharaon à les suivre, & que ce prince fut submergé par le montant.


Cerda (Jean-Louis de la), entra dans la société des jésuites en 1574. Il a publié des adversaria sacra, des commentaires sur une partie des livres de Tertullien, & en particulier sur le traité de pallio, du même pere de l’Eglise. Enfin, il a écrit trois volumes in-fol. de commentaires sur Virgile, imprimés à Paris en 1624, en 1630, & en 1641. Les ouvrages de ce jésuite n’ont pas fait fortune ; ils sont également longs & ennuyeux, parce qu’il explique les choses les plus claires pour étaler son érudition, & parce que d’ailleurs il s’écarte sans cesse de son sujet.


Covarruvias (Diego), l’un des plus savans hommes de son siecle, dans le droit civil & canon, naquit en 1512. Il joignit à la science du droit la connoissance des belles-lettres, des langues, & de la théologie. Philippe II. le nomma évêque de Ciudad-Rodrigo, & il assista en cette qualité au concile de Trente. A son retour il fut fait évêque de Ségovie, en 1564, président du conseil de Castille en 1572, & cinq ans après évêque de Cuença ; mais il mourut à Madrid en 1577, à 66 ans, avant que d’avoir pris possession de ce dernier évêché. Ses ouvrages ont été recueillis en deux volumes in-folio ; on en fait grand cas, & on les réimprime toujours à Lyon & à Genêve ; on estime sur-tout celui qui a pour titre, variarum resolutionum libri tres : Covarruvias est non seulement un jurisconsulte de grand jugement, mais il passe encore pour le plus subtil interprete du droit que l’Espagne ait produit.


Garcias-Lasso de la Vega, un des célebres poëtes espagnols, étoit de grande naissance, & fut élevé auprès de l’empereur Charles-Quint. Il suivit ce prince en Allemagne, en Afrique, & en Provence : il commandoit un bataillon dans cette derniere expédition, où il fut blessé ; on le transporta à Nice, & l’empereur qui le considéroit lui fit donner tous les soins possibles ; mais il mourut de ses blessures vingt jours après, en 1536, à la fleur de son âge, à 36 ans.


Ses poésies ont été souvent réimprimées avec des notes de divers auteurs ; il ne faut pas s’en étonner. Garcias est un de ceux à qui la poésie espagnole a le plus d’obligation, non-seulement parce qu’il l’a fait sortir de ses premieres bornes, mais encore pour lui avoir procuré diverses beautés empruntées des étrangers : il étoit le premier des poëtes espagnols de son tems, & il réussissoit même assez bien en vers latins.


Il employa l’art à cultiver le naturel qu’il avoit pour la poésie ; il s’appliqua à la lecture des meilleurs d’entre les poëtes latins & Italiens, & il se forma sur leur modele. Ayant remarqué que Jean Boscan avoit réussi à faire passer la mesure & la rime des Italiens dans les vers espagnols, il abandonna cette sorte de poésie qu’on appelle ancienne, & qui est propre à la nation espagnole, pour embrasser la nouvelle, qui est imitée des Italiens : il quitta donc les complets & les rondelets (complat y redondillas), qui répondent à nos stances françoises, sans vouloir même retenir les vers de douze syllabes, ou d’onze, quand l’accent est sur la derniere du vers.​


Il renonça même aux villanelles, qui répondent à nos ballades, aux romances, aux séguedilles, & aux gloses, pour faire des hendécasyllabes à l’italienne, qui consistent en des octaves, des rimes tierces, des sonnets, des chansons, & des vers libres. Il réussit en toutes ces sortes de rimes nouvelles, mais particulierement en rimes tierces, qui sont, 1°. des stances de trois vers, dont le premier rime au troisieme, le second au premier de la stance suivante, & ainsi jusqu’à la fin, où on ajoute un vers de plus dans la derniere stance, pour servir de derniere rime ; 2°. des stances dont le premier vers est libre, & les deux autres riment ensemble.


Cette nouvelle forme de poésie fut trouvée si bisarre, que quelques-uns tâcherent de la ruiner, & de rétablir l’ancienne, comme étant propre à l’Espagne : c’est ce qu’entreprit de faire Christophe de Castillejo ; mais ni lui ni les autres ne purent empêcher qu’elle n’eût le dessus, à la gloire de Garcias.


Ses ouvrages sont d’ailleurs animés de feu poëtique & de noblesse ; c’est le jugement qu’en portent Mrs de Port-Royal dans leur nouvelle méthode espagnole. Paul Jove prétend même que les odes de Garcias ont la douceur de celles d’Horace.


Sanchez de Las-Brozas, savant grammairien espagnol, a fait des commentaires sur toutes les œuvres de Garcias, & il a eu soin d’y remarquer les endroits imités des anciens, & d’en relever les beautés par des observations assez curieuses.


Il est bon de ne pas confondre le poëte de Tolede avec Lopès de Vega, autrement nommé Lopès-Felixde-Vega Carpio, autre poëte espagnol, chevalier de Malte, né à Madrid en 1562, & mort en 1635. Il porta les armes avec quelque réputation, & cultiva la poésie avec une fécondité sans exemple, car ses comédies composent vingt-cinq volumes, dont chacun contient douze pieces de théatre. Quoiqu’elles soient généralement fort médiocres & peu travaillées, on a fait des recueils d’éloges à la gloire de l’auteur, & c’est à sa mémoire qu’un de ses confreres a consacré cette jolie épigramme.



El aplauso en que jamas
Tè podra bastar la fama,
Lo mas del mundo te llama,
Y aun te queda a deber mas,
A los siglos que daras
Por duda y desconfianza,
Por castrumbre à la alabanza,
A la invidia por officio,
A dolor por exercizio,
Por termino a la esperanza.


Enfin, il faut encore distinguer notre poëte de Tolede d’un autre auteur assez célebre, qui porte le même nom, Garcias-Lasso-de la-Vega, né à Cusco dans l’Amérique, & qui a donné en espagnol l’histoire de la Floride, & celle du Pérou & des incas, qu’on a traduites en françois.


Salmeron (Alphonse), jésuite, naquit à Tolede en 1516, & mourut à Naples en 1595, à 69 ans. Il fit connoissance à Paris avec saint Ignace de Loyola, devint son ami, son compagnon, & un des neuf qui se présenterent avec lui au pape Paul III. en 1540. Il voyagea ensuite en Italie, en Allemagne, en Pologne, dans les Pays-bas, & en Irlande. Il composa des ouvrages d’un mérite assez médiocre ; il prit soin cependant de ne pas établir trop ouvertement la prétention de l’empire du pape sur le temporel des rois, en ne considérant cette puissance du pape que comme indirecte ; mais cette opinion est aussi pernicieuse à l’Eglise & à l’état, aussi capable de remplir la république de séditions & de troubles, que la chimere d’une autorité directe du pontife de Rome, sur l’autorité temporelle & indubitable des rois.​


Je ne dois pas oublier, dans l’article de Tolede, une des illustres & des savantes dames du seizieme siecle, Sigée (Louise), connue sous le nom d’Aloisia Sigæa. Son pere lui apprit la philosophie & les langues. On dit que c’est lui qui introduisit l’amour pour les lettres à la cour de Portugal, où il mena son aimable fille, qu’on mit auprès de l’infante Marie, qui cultivoit les sciences dans le célibat. Louise Sigée épousa Alphonse Cueva de Burgos, & mourut en 1560.


On a d’elle un poëme latin intitulé Sintra, du nom d’une montagne de l’Estramadoure, au pié de laquelle est un rocher, où on dit qu’on a vu de tems-en-tems des tritons jouant de leur cornet : on lui attribue encore des épîtres & diverses pieces en vers ; mais tout le monde sait que le livre infame, de arcanis amoris & Veneris, qui porte son nom, n’est point de cette dame, & qu’il est d’un moderne, qui a souillé sa plume à écrire les impuretés grossieres & honteuses dont ce livre est rempli. (Le chevalier de Jaucourt.)​","[['alt'], ['39 46\' 12 51\' 30"" E'], ['39 54\' N 18 16\' 45"" E']]",,"alt | 39 46' 12 51' 30"" E | 39 54' N 18 16' 45"" E","39 46' N 12 51' 30"" O | 39 54' N 18 16' 45"" O"
